activity,environment,physiological,heart_rate,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gas,temperature
standing,normal,normal,75.99342830602247,0.2761514928204013,0.1882923312638332,9.683610413013557,0.025792128155073916,0.027674347291529088,0.005305256140650479,19.72347139765763,30.259075415240275
standing,normal,normal,76.28512008717193,0.21209811357830172,0.10433598776711012,9.579255751724087,0.004377124707590273,0.009871688796655762,0.013142473325952739,19.273164614375077,29.863708098571898
standing,normal,normal,73.58395184895758,0.18871118497567324,0.2033764102343962,9.600267626965056,0.0045561727547481735,0.02110922589709866,-0.0015099357742230281,17.575392597329415,30.68625950756862
standing,normal,normal,76.35139603669134,0.16991466938853017,0.2926139092254469,9.699055194268343,-0.0005771092895590028,0.028225449121031893,-0.0022084364997102222,19.398722620162392,30.033322500082686
standing,normal,normal,76.21772719000951,0.2098430617934562,0.23692332899977053,9.711995779683297,0.008843517176117595,0.016988963044107113,-0.004785219903674275,16.88065975224045,29.668725580440626
standing,normal,normal,74.56031158321058,0.21718091447842308,0.11184799223186331,9.722685877857636,0.006149177195836835,0.013230779996940414,0.01611676288840868,20.078722458080424,30.672848890487565
standing,normal,normal,78.26199904499191,0.1845393812074393,0.2165631715701782,9.768288158898564,0.0052082576215471,0.01814341023336183,-0.001063349740060282,23.062560238232397,29.964312990710944
standing,normal,normal,74.00758675183866,0.19639949392098333,0.25017664489460123,9.725314521753333,0.0035488024539487573,0.02361395605508414,0.02538036566465969,23.025051644788395,30.89249601142833
standing,normal,normal,76.5283479217801,0.2410951252187612,0.20435235341190858,9.679069485467389,0.010917607765355023,0.0001243108539910713,0.007803281121624881,24.729287311628013,29.352101958364102
standing,normal,normal,77.5142251430235,0.15957531985534062,0.1749121478207732,9.764078148239145,0.013287511096596845,0.014702397962329613,0.01513267433113356,24.755788089483033,30.24269191269054
standing,normal,normal,75.19415509869609,0.1836168926701116,0.1803945923433921,9.59755395363075,0.01296120277064576,0.022610552721798894,0.010051134566424608,21.937289981065778,29.719178762449058
standing,normal,normal,74.7308257332497,0.18286427417366152,0.15988613653891906,9.688710000183379,0.014040508568145385,0.0388618590121053,0.011745778128318389,17.36925851589917,29.88174187089386
standing,normal,normal,75.91510078144553,0.19867430622753918,0.20301151049705132,9.872426947873969,0.008076390352188776,0.023015473423336125,0.009652882302947568,20.251108168467663,29.332491513880385
standing,normal,normal,73.26264392476094,0.23955159735215237,0.15453062726026306,9.798195601765526,-0.004018510627922809,0.025868570938002704,0.031904556258099785,22.885645629030044,30.450773213074708
standing,normal,normal,73.81892734973862,0.17482621729419004,0.12246682844669338,9.704799408236422,-0.0006230371372610496,0.02473592430635182,0.000805757657661969,19.667404540794458,30.239860546035057
standing,normal,normal,79.09986881003508,0.2406758608684835,0.13845678417830226,9.715922195422289,0.023071427542824284,0.003925167654387725,0.011846338585323041,19.433493415327526,30.12117539351773
standing,normal,normal,76.71976558849686,0.13397716934578618,0.2260970782808449,9.720788927126323,0.012504928503458766,0.023464482094969756,0.0031997527842150923,22.76364574355462,29.805219715648768
standing,normal,normal,76.86450739432202,0.29328872555723784,0.2236916460455894,9.616608755195815,0.016565536086338296,0.010253183297726785,0.01787084603742452,21.98614494659736,30.064259432789456
standing,normal,normal,78.9171911580148,0.22063904634682494,0.2411030079997245,9.832775508785776,0.007546118839971295,0.012462638356425105,0.0011048557037447674,19.95863536329658,30.785350451697727
standing,normal,normal,75.16837943006912,0.21383453996650095,0.2413591624518012,9.700910132431453,0.02453534077157317,0.01735343166762044,0.03720169166589619,21.645796581171794,30.586460789926658
