window_id,timestamp,heart_rate,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gas,temperature,activity,environment,physiological,situation
0,14:00:00,97.14370837941604,0.5216859093251779,0.4284517868004951,9.632210606833963,0.04922723418590923,0.046936985530416586,0.07969022649166774,13.522799739853017,29.220224908130096,crawling,normal,elevated,risk_crawling
0,14:00:01,104.40317976763012,0.36892126282477544,0.3695954107067038,9.820593008272548,0.0828017913346068,0.06506080846818316,0.055792795987622844,22.949474303584967,31.04351241970556,crawling,normal,elevated,risk_crawling
0,14:00:02,97.53818658177234,0.34760019232219086,0.4168257092876681,9.414436253422133,0.023308177943317777,0.008746636057928726,0.046487636719496225,17.21607529699554,28.758106158209735,crawling,normal,elevated,risk_crawling
0,14:00:03,97.45593341224195,0.3436243437354069,0.2790631354115575,9.560910020624492,0.05860708793607587,0.055078835764997024,0.04982254258281771,29.569461063750904,30.289038512216145,crawling,normal,elevated,risk_crawling
0,14:00:04,94.16201513034514,0.34951769414894635,0.2808303479725587,9.676764146962798,0.05556018578456673,0.08113189031638929,0.05191636535153276,27.199557805228906,30.866856447500037,crawling,normal,elevated,risk_crawling
0,14:00:05,98.12346422825466,0.42199903961548074,0.3071614178041681,9.741729904647686,0.0621085480186785,0.05068235120946646,0.0465036190852338,15.206795421196851,30.139666851491043,crawling,normal,elevated,risk_crawling
0,14:00:06,102.79704703222458,0.4486894804646694,0.38728175572571905,9.557773934572573,0.0651758065854725,0.0489986387786676,0.04765904164742948,26.333858950777522,29.44938421299455,crawling,normal,elevated,risk_crawling
0,14:00:07,105.61076383149661,0.3779669297297778,0.3239868319211194,9.526753801327956,0.03181215303357246,0.08130670039382279,0.052466618453447376,24.60082217018653,29.11285356569284,crawling,normal,elevated,risk_crawling
0,14:00:08,94.4854648419778,0.32656225766198244,0.36746159332705486,9.55094401128811,0.06501118546232393,0.08222771286925286,0.07148613883549754,19.466586665750775,30.00404183678998,crawling,normal,elevated,risk_crawling
0,14:00:09,98.67667274312426,0.4298302647783217,0.28762131791888246,9.557232040187621,0.06864304324405605,0.038971745658498855,0.057518734843511006,24.050956215825483,30.1951185992672,crawling,normal,elevated,risk_crawling
1,14:00:00,80.87823402716486,0.08069497902936772,0.061352434995832456,9.762074736309714,0.021223234257808456,0.0341303645203308,0.0059465141198626285,23.24936531990728,30.34981810140562,standing,normal,normal,normal_standing
1,14:00:01,78.06307417021632,0.12249709686726928,0.046973869666053686,9.783786152412578,0.02001281446760733,-0.01863977327152122,-0.017660096378532615,21.49533621553376,31.05681366001732,standing,normal,normal,normal_standing
1,14:00:02,76.62251719866887,0.13193896266415617,0.20811811160192972,9.726033121852229,0.012149615987618089,0.013807247148244411,0.014255880336565559,14.35244449571509,28.686191940888275,standing,normal,normal,normal_standing
1,14:00:03,75.03423955671568,0.15187512914166443,0.10619629572613491,9.614660367899733,0.01567613205065012,-0.002163298639041234,0.0318871119974487,19.889836941812217,30.006896817243817,standing,normal,normal,normal_standing
1,14:00:04,71.81963804005616,0.048143035869532114,0.10510350702932367,9.790308596121937,0.032078940534599074,0.014610763279411219,0.0008316198954276266,18.433520757121595,30.097984674280195,standing,normal,normal,normal_standing
1,14:00:05,74.50356718762227,0.00629133023445913,0.09441531545180668,9.839009426775656,0.0030957524366144705,0.004950159029006026,-0.009116268371992886,19.68491868300284,29.37999189452169,standing,normal,normal,normal_standing
1,14:00:06,73.83091734331163,0.1492317082464711,0.05813262680614222,9.970070209921714,0.020324453953331323,0.009905391236291918,0.006900065452036502,19.65391085447146,29.359285051039215,standing,normal,normal,normal_standing
1,14:00:07,73.69408417732706,0.22170166021848975,0.06803244921511542,9.622422279074385,0.004458282131312422,0.011226943915396132,0.013804894864442462,20.062092718528284,28.77704908689033,standing,normal,normal,normal_standing
1,14:00:08,70.74238338683827,0.08283576608203636,0.07468520476943509,9.845660193105601,-0.011280888710531787,-0.0029814840727273115,-0.010620319565333288,15.050587149248585,30.086839127512654,standing,normal,normal,normal_standing
1,14:00:09,76.86506153226549,0.0941968035385673,0.137910651940336,9.715905107278056,0.023239094094659518,0.00654175266027048,0.01068997181870421,19.701615225678925,29.921022408398876,standing,normal,normal,normal_standing
2,14:00:00,93.14742894504282,0.16100210005598609,0.32099898230519286,9.545834597654064,-0.003608037329051822,0.03210633461381296,0.04040845991794291,20.316146275853626,32.404357540166664,walking,normal,elevated,elevated_walking
2,14:00:01,86.65964510171486,0.26651366264481074,0.2883531653939619,9.696719082893983,0.042247038599860495,0.021733380541037475,0.045680773823213686,15.306404236941635,28.877981235003137,walking,normal,elevated,elevated_walking
2,14:00:02,95.4782729722488,0.18934533573682732,0.20332347438424364,9.549881012652682,0.012235089922325044,0.007228380371045121,0.02308218880294917,18.58036467303966,29.522223292057685,walking,normal,elevated,elevated_walking
2,14:00:03,94.16391268009394,0.2906124867828391,0.17913957747258075,9.604737337363071,0.016492250381062286,0.036008167638714124,0.05431517094762772,22.08920142727146,28.595319598047944,walking,normal,elevated,elevated_walking
2,14:00:04,93.9267250563195,0.20385940825123466,0.2927786485039138,9.660598665251971,0.049749083937953284,0.019434867793068626,0.04125914875302722,21.37055192547691,29.911493705403256,walking,normal,elevated,elevated_walking
2,14:00:05,90.7754235769801,0.2903690233214278,0.32125752415078734,9.72200461291477,0.027569111160473364,0.0035825851683620805,0.028987377343673206,15.20752480274178,29.595433423248,walking,normal,elevated,elevated_walking
2,14:00:06,86.5013894565219,0.23651695099441367,0.28143949293518017,9.66046364568458,0.05803089685259713,0.022219442226915007,0.0290640217712654,19.588357542949318,29.802160130915084,walking,normal,elevated,elevated_walking
2,14:00:07,88.5592676894693,0.2196977357668656,0.17655200239743662,9.67792138516986,0.04693563937350006,0.03302009950529429,0.028637700350801605,17.779494866704475,30.693574486451148,walking,normal,elevated,elevated_walking
2,14:00:08,90.40754218469223,0.22732981513502576,0.23681921990544333,9.584999143019084,0.016034969941879147,0.01165894560376822,0.024100337223282645,16.169672644973463,31.439527138857656,walking,normal,elevated,elevated_walking
2,14:00:09,90.78172953791422,0.22844447458600842,0.3310644391380294,9.720283181261811,0.03247846237880751,0.029077521423699987,0.04198785708873754,22.996463386403846,28.47200764173772,walking,normal,elevated,elevated_walking
3,14:00:00,103.13076034331289,0.3052879624314009,0.17947438391353765,9.544421413365837,0.016757565184169446,0.02480864949205208,0.031641047346618933,41.90966507051024,34.52137351867658,walking,risk,high,risk_environment
3,14:00:01,100.95385658447795,0.2199525013274904,0.1236382579049621,9.762862596114608,0.020963842005276893,0.034449782097213534,0.015367563370957463,44.37660342733205,34.54158603793605,walking,risk,high,risk_environment
3,14:00:02,102.19108815143517,0.12742507555653412,0.20339001230864287,9.678594050250393,0.04275154325286656,0.03574305358540298,0.03488195442273196,44.1027488561164,34.3373119799131,walking,risk,high,risk_environment
3,14:00:03,101.74927705641318,0.4146672319350013,0.21877421793471424,9.657840938178133,0.026304536141593154,0.01694823547169008,0.023429425022069232,48.73657897314604,33.49471188577462,walking,risk,high,risk_environment
3,14:00:04,100.30872550324419,0.1696934001131835,0.35641165095445726,9.693904344241412,0.013772713150640704,0.04356459330201964,0.047999814728739196,45.64582545363054,32.85242212272146,walking,risk,high,risk_environment
3,14:00:05,104.23216002967763,0.2538333654113754,0.21192381884067196,9.695308531636044,0.04631519273405037,0.030631428527179205,0.010273325446204847,43.25306512915411,34.201469310671506,walking,risk,high,risk_environment
3,14:00:06,97.36590464428932,0.22714376473668935,0.2572842514507196,9.691595697447418,0.05402861476525392,0.030880311576748646,0.04596634032616361,44.84268266142034,35.01423252813803,walking,risk,high,risk_environment
3,14:00:07,102.16843597837521,0.2722296768586649,0.30761395375863865,9.68075243875738,0.03198914621088492,0.03934278358228162,0.04223902214342218,51.142862992408624,34.52043618556514,walking,risk,high,risk_environment
3,14:00:08,100.68882604379615,0.07930776051684832,0.1584975268187,9.578674631412122,0.026285679319595745,-0.009471570552125011,0.048880819538839985,52.71988082137589,35.389207678921,walking,risk,high,risk_environment
3,14:00:09,108.18107000623517,0.14475791205254238,0.2337349822455082,9.592500794615285,0.026147319584633292,0.014246715146128644,0.03851820101180996,47.0519313983949,33.98115418660221,walking,risk,high,risk_environment
4,14:00:00,112.25610100480185,0.3814188062572959,0.4650709128959898,9.726082126922677,0.07006180738461819,0.035145879660207775,0.04198329187937454,38.19401562100923,33.833004487257476,crawling,risk,high,combined_high
4,14:00:01,106.7987292502203,0.3914336592967076,0.4021518051949104,9.666848913681587,0.040865030531664126,0.04807256247615239,0.06572859040834633,39.48754262737013,33.42540324681069,crawling,risk,high,combined_high
4,14:00:02,108.74656258721444,0.4420617756084414,0.32078513512741935,9.66868044067947,0.058786522080006065,0.05698655099057325,0.028731582679554963,46.762329201156,34.057816793675386,crawling,risk,high,combined_high
4,14:00:03,108.94748727350385,0.2552526282684174,0.3988681572064681,9.717710281398318,0.04233248500398354,0.07000129598602166,0.04129157422585774,49.72307638123374,33.856978602555166,crawling,risk,high,combined_high
4,14:00:04,110.02368693091775,0.3951263830895935,0.39330430788546905,9.587825850474292,0.023556533983983885,0.0673710331165978,0.039758529202439434,49.358130628857815,33.950633607426354,crawling,risk,high,combined_high
4,14:00:05,112.53120896558322,0.40688831590207725,0.38713029886820505,9.600050077646323,0.05312270850729715,0.05651538950416429,0.02999016723337973,51.01061153415833,34.77697328910527,crawling,risk,high,combined_high
4,14:00:06,110.12678932781323,0.4931441543452454,0.4151477597790407,9.725546432194633,0.06461579305016742,0.045132691377216386,0.04749499588464261,52.71932973599609,34.13403762780794,crawling,risk,high,combined_high
4,14:00:07,111.32878242131589,0.3528135537401993,0.34479428852744015,9.756371953619217,0.052082626489942274,0.05040103815001628,0.08596557866504873,50.803555135466084,34.385232504572016,crawling,risk,high,combined_high
4,14:00:08,110.75091512354714,0.3558567125998597,0.30239374211007675,9.691268793581987,0.030896446447816344,0.06710984364421195,0.03817751661668511,46.0609358335932,33.7394097880492,crawling,risk,high,combined_high
4,14:00:09,114.82140660981342,0.31028136889686136,0.412334292043593,9.597892228575795,0.050434342183453475,0.05802618226823182,0.05275911154157913,42.18166250619933,33.502572999134536,crawling,risk,high,combined_high
5,14:00:00,78.94757584821116,0.23958693394532196,0.222499891881023,9.648370007342134,0.0339926616261923,0.007278252626832918,0.02282981398139492,22.560960264819933,29.28552842724326,walking,normal,normal,normal_walking
5,14:00:01,75.90953490666024,0.1395785844321096,0.18653873344849498,9.7792335368441,-0.0015739264436844327,0.0314388061859286,0.0420139446999769,26.10177694576111,29.35593482405727,walking,normal,normal,normal_walking
5,14:00:02,77.41498419504107,0.30979447776699,0.2125017210512726,9.605235584542411,0.02666622994588857,0.03558037941732253,0.025297347338150113,17.708992425466,30.167922427327763,walking,normal,normal,normal_walking
5,14:00:03,83.0617056430798,0.0969039848553244,0.2532901711758051,9.547825305046992,0.04120692617515262,0.01980258161400318,0.020924810158905155,19.96438869995079,30.404455767957067,walking,normal,normal,normal_walking
5,14:00:04,82.97618014781447,0.16873516305790584,0.3025983267786411,9.451567529698938,0.01601277781896733,0.03826716227380741,0.039042166426022526,29.753723158630432,30.486140236030028,walking,normal,normal,normal_walking
5,14:00:05,82.83124482781233,0.25817796808983545,0.2284557974498808,9.601085772564423,0.034308214213550514,0.03541804589657512,0.04624798204032299,20.802640034876788,29.402758938953607,walking,normal,normal,normal_walking
5,14:00:06,78.12477140162346,0.32508408223636476,0.19237003847698564,9.755598211162216,0.04429246292717484,0.03057670614971539,0.015772520607088846,26.453526141044094,30.26664500364056,walking,normal,normal,normal_walking
5,14:00:07,85.54404044429535,0.11083779799276472,0.30373870990295804,9.623083574077437,0.022496875670593386,0.024630207959531098,0.04596242097779787,17.0680050181729,29.387647104085197,walking,normal,normal,normal_walking
5,14:00:08,83.04157088282213,0.311185586641214,0.2786548517447948,9.752184663556077,0.012855719406877499,0.024248755333263258,0.057725699263251676,21.56831218620668,30.52317507308242,walking,normal,normal,normal_walking
5,14:00:09,65.14209598740239,0.2520912580596036,0.22153329540194713,9.558943929806738,0.026084539814817877,0.02797137661927996,0.014742492109328358,14.216161738711541,28.953586401513252,walking,normal,normal,normal_walking
6,14:00:00,81.49636832036116,0.3116991843831481,0.3121209622912613,9.601755111888822,0.048852312477725465,0.04697466763793831,0.021698935067976523,26.095408068799212,29.521741839900148,walking,normal,normal,normal_walking
6,14:00:01,82.5129939084216,0.15771801415842995,0.19976974166446887,9.54258156451761,0.011080692290005627,0.02300678050907816,0.05202652521239864,16.99220885149911,28.111366669941134,walking,normal,normal,normal_walking
6,14:00:02,75.04757607809806,0.413244339734676,0.274158696842845,9.680280567540773,0.005688720295202138,0.026316035010768433,0.030721628447049256,13.579276816851763,30.088326476616434,walking,normal,normal,normal_walking
6,14:00:03,80.65224753958937,0.32138840694243453,0.15228411591002294,9.57282788241548,0.02037126810582022,0.02885477565831408,0.017085815243241646,20.242029455197343,29.51615514902834,walking,normal,normal,normal_walking
6,14:00:04,79.41561858750657,0.24929771430698316,0.19080489001233392,9.766146060958233,0.009382546813453314,0.021794015324738857,0.02999886710084077,19.515332786847164,28.59399017214056,walking,normal,normal,normal_walking
6,14:00:05,78.54196125820671,0.2632315270248151,0.27756880442864906,9.645827036340167,0.029781497964473606,0.05404821846772575,0.01187709687583301,21.320694423803705,30.70439647440319,walking,normal,normal,normal_walking
6,14:00:06,80.22563649985581,0.1658644323393118,0.21704501096048615,9.751316051415452,0.0028856808413614196,0.025288884386365878,0.03170633959319756,20.414272149293314,29.174744132176603,walking,normal,normal,normal_walking
6,14:00:07,83.476390740976,0.28226857182071097,0.1930420770487779,9.8047875251436,0.018558813476903167,0.027355630424076082,-0.006177336602954227,20.87195213521596,30.49925335570183,walking,normal,normal,normal_walking
6,14:00:08,82.23919260129215,0.1882776031287734,0.30893577011172035,9.635263650818962,0.023654583822700314,0.021889674939412455,0.03346525901015057,17.23178959311658,30.094479076993206,walking,normal,normal,normal_walking
6,14:00:09,77.64922577942599,0.17481620865293043,0.23772092014096446,9.60766818072521,0.03037624288723444,0.03185729343155159,0.025329562830561037,20.129800081598354,29.525057677374395,walking,normal,normal,normal_walking
7,14:00:00,78.63876063361127,0.2566694884728234,0.1968017675830812,9.750539510259909,0.03992171033539597,0.028620710123337938,0.013272311648584733,21.559663449377112,30.368944697497657,walking,normal,normal,normal_walking
7,14:00:01,79.68523870178795,0.256399981595984,0.2148368098211228,9.772364437979917,0.044969360785157404,0.022865283481403417,0.015420947443718242,13.71788559575516,28.744277755351636,walking,normal,normal,normal_walking
7,14:00:02,84.07538067376336,0.2997087619099811,0.23894805125175822,9.709395351578578,0.031065822514972533,0.035838123526877694,0.0423529154266061,22.824933300238364,31.876741226868344,walking,normal,normal,normal_walking
7,14:00:03,82.84617300800934,0.23336666985631788,0.2651252179552706,9.648275355073281,0.04771803722884284,0.0351026182090365,0.037081565820020285,19.605188651555384,30.819322986036777,walking,normal,normal,normal_walking
