scenario,time_step,heart_rate,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gas,temperature
normal,0,75.99342830602247,0.09297539875829992,0.1929758912915246,9.87896064077537,0.009308678494144077,0.02323844269050346,0.017615149282040127,21.534869458305817,29.765262807032524
normal,1,76.08512008717193,0.04260159266026607,0.14825246502460904,9.771885623537951,0.007682911535937689,0.017671351232148715,0.01120981135783017,17.974337759331153,30.157123666297636
normal,2,73.18395184895758,0.10202584614063773,0.15725755441359632,9.772780863773741,0.0029384814933235423,0.02732824384460777,0.008871118497567321,20.22184517941973,29.424503211288847
normal,3,75.75139603669135,0.15556834553526813,0.199595083257862,9.747114453552205,0.0069968065504059755,0.018541531251033617,0.006991466938853016,21.645089824206377,29.38957817501449
normal,4,75.41772719000951,0.12215399739986232,0.20514104843569914,9.794217585880588,0.00020164938060112172,0.013359069755507848,0.010984306179345617,19.397792608821423,29.260739004816287
normal,5,73.56031158321058,0.047108795339117986,0.20972251908184386,9.780745885979185,0.007696806145201063,0.02528561113109458,0.011718091447842307,18.646155999388082,30.305838144420434
normal,6,77.06199904499191,0.10993790294210692,0.22926635381367078,9.776041288107736,0.014656400595580994,0.015803912383886808,0.008453938120743926,19.628682046672367,29.446832512996984
normal,7,72.60758675183865,0.13010598693676073,0.21084908075142902,9.767744012269745,0.014062629111970992,0.026781200142854115,0.009639949392098331,20.722791211016826,30.769018283232985
normal,8,74.9283479217801,0.10261141204714515,0.19102977948602398,9.804588038826775,0.017823218279070033,0.006901274479551278,0.01410951252187612,16.024862170798215,29.890164056081243
normal,9,75.7142251430235,0.08494728869246392,0.22746206353106224,9.816437555482985,0.01738947022370758,0.017408648908631762,0.005957531985534062,18.940479592465923,30.256633716556678
normal,0,75.19415509869609,0.08823675540603527,0.15609455155603646,9.814806013853229,0.014843224952664446,0.01648973453061324,0.008361689267011158,20.52211054435978,30.00255672832123
normal,1,74.5308257332497,0.07593168192335144,0.19516142865001973,9.820202542840727,0.0029231462897479285,0.017896773386173206,0.008286427417366153,23.77237180242106,30.08728890641592
normal,2,75.51510078144553,0.1018069062982308,0.2738972633745586,9.790381951760944,0.009627770421169165,0.010406143923504793,0.009867430622753916,20.603094684667226,29.982644115147377
normal,3,72.66264392476094,0.07271837635615784,0.24208382932808298,9.729907446860386,0.015714114072575103,0.02375966516343387,0.013955159735215234,21.17371418760054,31.09522781290499
normal,4,73.01892734973862,0.05348009706801603,0.20205688924418083,9.746884814313695,0.0071685113519861406,0.020498256825438207,0.007482621729419004,20.94718486127036,29.5402878828831
normal,5,78.09986881003508,0.06307407050698136,0.2068237980381239,9.865357137714122,0.006083733538318815,0.018389692418971624,0.014067586086848348,16.785033530877545,30.09231692926615
normal,6,75.51976558849685,0.11565824696850693,0.2089095401969956,9.812524642517294,0.013909114358886553,0.01381524644560959,0.0033977169345786188,20.69289641899395,29.659987639210755
normal,7,75.46450739432201,0.11421498762735363,0.16426089508392056,9.832827680431691,0.011465362366493407,0.016428242909868163,0.019328872555723783,18.050636659545358,30.393542301871225
normal,8,77.31719115801481,0.1246618047998347,0.25690378947961845,9.787730594199857,0.005896588408241448,0.02481688064622161,0.012063904634682491,18.49252767128502,29.55524278518724
normal,9,73.36837943006913,0.12481549747108071,0.20039005675633723,9.872676703857866,0.00961449145292948,0.02170575987408322,0.011383453996650096,19.47068633352409,31.36008458329481
normal,0,76.25133469553002,0.09329611644022448,0.22142001482276277,9.823661881228677,0.0057142122179185875,0.01464553750969444,0.012412362076215927,19.854342174686256,29.576603140965798
normal,1,71.97030555062827,0.06262783663864037,0.20519542777553548,9.819265868986443,0.007767425239664895,0.02428199397161736,0.01107046872065102,18.232285127597734,30.076862552972763
normal,2,75.116417436892,0.1324915372952583,0.2316140615610471,9.731116531602146,0.004285148510846885,0.021788936801741418,0.012803922631841172,18.124349920169756,30.25751763360433
normal,3,76.02757190182442,0.13406696920541797,0.2286200529047961,9.83256956256529,0.01257523843153024,0.03926365745327361,0.012854452553465835,19.369461510719308,30.379484610246635
normal,4,73.45434957092486,0.16943975700020525,0.14398204422224758,9.834313009518727,0.008815906966299955,0.017573182260854484,0.010409370696931613,16.774568257620697,29.764034067105282
normal,5,77.17790119393473,0.12038793246804028,0.1780890010484859,9.8108229294791,0.010321400095477313,0.014611276110353469,0.006423481453700159,20.091143679807626,29.674199826197093
normal,6,79.28788817865065,0.08014640605694837,0.22557300004388672,9.760373963078365,0.013169595111590056,0.009874287066711965,0.010932271573847139,19.7705271170662,30.25249363949023
normal,7,76.73151038834024,0.08040012302278865,0.2529636272084329,9.820249085548049,0.003998517964721119,0.01832749382079526,0.007625273444195219,17.47823209132991,30.458930973527387
normal,8,79.24431239402527,0.13800733447559868,0.1787699160314366,9.822190971407313,0.015162326302755734,0.012403150170229933,0.007578829635668744,21.549268106858673,29.53653476421096
normal,9,74.8809492878764,0.06256650454105453,0.24897233911794908,9.72849293110197,-0.006206336700345363,0.01487806179332855,0.008737159243034198,19.119911026606033,30.065370288643045
normal,0,77.88254657813224,0.07055474046856147,0.21386310422789814,9.809952984778674,0.0028206892441028034,0.025815818760774798,0.010051165305097936,18.79956624568241,30.034901042495008
normal,1,74.22937280627647,0.06286553503519454,0.263991001239688,9.702395610023876,0.01056758672625624,0.023310653372605232,0.01793008408072676,19.696429809928834,30.294158603242288
normal,2,75.56198373547006,0.08231905729167366,0.22548806291063075,9.817850774298254,0.006886502400897032,0.018959388748213624,0.007534995326705836,18.614180809478693,30.449799937716627
normal,3,75.61459904175322,0.08319456879409091,0.22241880815369786,9.830518513271674,0.014064310594194801,0.02314814420961806,0.0058550249453896384,19.958196812071705,30.05866369165439
normal,4,77.55532979157685,0.0934695639031834,0.2329633055596157,9.841270817449402,0.00704214305582085,0.02273548690585019,0.00898903673783053,21.627019272001277,30.652739403577165
normal,5,75.04200768326552,0.09609570836896947,0.20290987894978155,9.829757851271847,0.01340976485647482,0.01844866621703272,0.011620831762442212,18.363558633533057,31.04619363784273
normal,6,72.9879652370006,0.11872359451156467,0.2188503652779284,9.799387661357654,0.003929056936061339,0.02579055436750034,0.01395831346981468,18.20549125702834,30.037902279096862
normal,7,73.64567657697577,0.0903584247504102,0.21238794362826874,9.771813772359803,0.014875598667088756,0.019264713092489307,0.005872514016037443,18.355559208867138,30.121843605745955
normal,8,75.48993314221744,0.05655746975508028,0.15777608676870336,9.76407778893738,0.0074652841231443515,0.017644808471908385,0.011160249686788182,19.573105696576306,30.155453782799004
normal,9,77.9507124338991,0.06992411906086574,0.1994446059202283,9.785567068053993,0.014288298116010097,0.019200307350182865,0.009904918960486555,20.645437120676178,29.58638452822384
normal,0,76.03869302848234,0.12070431975133339,0.18796338584342492,9.811204624090522,0.017663694565012888,0.019456199257715714,0.012008558610494708,20.02518480156359,30.048838049274416
