timestamp,heart_rate,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gas,temperature
14:00:00,75.99342830602247,0.14569089569224075,0.19297539875829994,9.788293152152542,0.01789606407753696,0.023837173645764546,0.007652628070325239,19.72347139765763,30.259075415240275
14:00:01,76.08512008717193,0.10725886814698103,0.14260159266026606,9.71375410837435,0.007188562353795136,0.014935844398327881,0.01157123666297637,19.073164614375074,29.813708098571897
14:00:02,73.18395184895758,0.09322671098540394,0.20202584614063773,9.728762590689328,0.007278086377374086,0.02055461294854933,0.004245032112888486,17.175392597329417,30.58625950756862
14:00:03,75.75139603669135,0.0819488016331181,0.25556834553526814,9.799325138763104,0.004711445355220499,0.024112724560515945,0.003895781750144889,18.79872262016239,29.883322500082688
14:00:04,75.41772719000951,0.1059058370760737,0.22215399739986233,9.808568414059499,0.009421758588058798,0.018494481522053557,0.002607390048162863,16.08065975224045,29.468725580440626
14:00:05,73.56031158321058,0.11030854868705385,0.147108795339118,9.816204198469741,0.008074588597918417,0.016615389998470207,0.013058381444204339,19.078722458080424,30.422848890487565
14:00:06,77.06199904499191,0.09072362872446357,0.20993790294210693,9.848777256356119,0.007604128810773551,0.019071705116680916,0.004468325129969859,21.862560238232398,29.664312990710943
14:00:07,72.60758675183865,0.09783969635258999,0.23010598693676074,9.818081801252383,0.006774401226974379,0.02180697802754207,0.017690182832329846,21.625051644788396,30.54249601142833
14:00:08,74.9283479217801,0.12465707513125672,0.20261141204714514,9.785049632476706,0.010458803882677512,0.010062155426995536,0.00890164056081244,23.129287311628012,28.952101958364103
14:00:09,75.7142251430235,0.07574519191320438,0.1849472886924639,9.845770105885105,0.011643755548298423,0.017351198981164807,0.012566337165566781,22.955788089483033,29.79269191269054
14:00:10,75.19415509869609,0.09017013560206696,0.1882367554060353,9.726824252593396,0.011480601385322881,0.021305276360899447,0.010025567283212305,21.937289981065778,29.719178762449058
14:00:11,74.5308257332497,0.08971856450419692,0.17593168192335146,9.7919357144167,0.012020254284072692,0.029430929506052653,0.010872889064159195,17.169258515899173,29.831741870893858
14:00:12,75.51510078144553,0.0992045837365235,0.2018069062982308,9.923162105624264,0.009038195176094388,0.021507736711668064,0.009826441151473783,19.851108168467665,29.232491513880383
14:00:13,72.66264392476094,0.12373095841129142,0.17271837635615783,9.870139715546806,0.0029907446860385958,0.02293428546900135,0.020952278129049894,22.285645629030043,30.30077321307471
14:00:14,73.01892734973862,0.08489573037651403,0.15348009706801602,9.803428148740302,0.004688481431369475,0.022367962153175908,0.005402878828830985,18.867404540794457,30.039860546035058
14:00:15,78.09986881003508,0.1244055165210901,0.16307407050698136,9.811372996730206,0.016535713771412143,0.011962583827193863,0.010923169292661522,18.433493415327526,29.87117539351773
14:00:16,75.51976558849685,0.060386301607471715,0.21565824696850694,9.81484923366166,0.011252464251729382,0.02173224104748488,0.006599876392107546,21.56364574355462,29.505219715648767
14:00:17,75.46450739432201,0.1559732353343427,0.21421498762735364,9.740434825139868,0.01328276804316915,0.015126591648863392,0.01393542301871226,20.58614494659736,29.714259432789454
14:00:18,77.31719115801481,0.11238342780809496,0.22466180479983472,9.894839649132699,0.008773059419985648,0.016231319178212553,0.005552427851872384,18.358635363296578,30.38535045169773
14:00:19,73.36837943006913,0.10830072397990058,0.22481549747108073,9.800650094593896,0.017267670385786586,0.01867671583381022,0.023600845832948095,19.845796581171793,30.13646078992666
14:00:20,81.25133469553002,0.21447417245729558,0.18882686073370747,9.749980034586446,0.022366188122867725,0.019635855436715637,0.0057660314096579755,18.285684887167434,29.571643000775556
14:00:21,77.47030555062827,0.22142281232390615,0.13771306106440062,9.712122664809582,0.023926586898644183,0.017580712818994332,0.012768625529727639,19.106970095865957,30.39255951772939
